CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2-Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas
Tucson,,,AZ,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Tucson,,,AZ,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Tucson,,,AZ,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Tucson,,,AZ,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Tulsa,,,OK,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Turlock,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Turner,,,OR,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Turners Falls,,,MA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Twin Lakes,,,WI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Twinsburg,,,OH,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Union Grove,,,WI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
University Place,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Valley Forge,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Valley Village,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Vancouver,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Vancouver,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Ventura,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Vestal,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Vineyard Haven,,,MA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Vista,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Waitsfield,,,VT,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Walla Walla,,,WA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Warner Robins,,,GA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Warwick,,,RI,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Washington,Trump Hotel,,DC,US,2020-08-22,more than 100,100,,100,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,https://wtop.com/dc/2020/08/protesters-gather-at-trump-hotel-for-save-the-post-office-saturday/,,Save the Post Office Saturday,
Waterloo,,,IA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Wayne,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Waynesville,,,MO,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Weaverville,,,NC,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
West Hills,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
West Hurley,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
West Roxbury,,,MA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
West Union,,,SC,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Westborough,,,MA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Westhampton Beach,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Westhampton Beach,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Westlake,,,OH,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
White Plains,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Whitefish,,,MT,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Whittier,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Wickenburg,,,AZ,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Williamsburg,,,VA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,1,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Williamsburg,Merchants Square,,VA,US,2020-08-22,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,0,1,https://www.wtkr.com/sports/tribe-sprinter-felecia-hayes-hosts-protests-every-week-for-4-months-straight,,,,
Williamson,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Williamsport,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Willimantic,,,CT,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Williston,,,VT,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Willits,,,CA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Wilsonville,,,OR,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Winchester,,,MA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Windber,,,PA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Wingdale,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Winston,,,NM,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Woodburn,,,OR,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Worcester,,,MA,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Yellow Springs,,,OH,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Yerington,,,NV,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Yonkers,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
Yonkers,,,NY,US,2020-08-22,,,,,,,MoveOn,"save the Post Office from Donald Trump and declare that Postmaster General Louis DeJoy must resign, for protection of voting rights",1,demonstration,,,,,,1,https://act.moveon.org/event/save-the-post-office-attend/,,,Save the Post Office Saturday,
